frequency,value calibrated mic,value uncalibrated mic,gain factor
25,0.11521994542959986,0.1442387048757518,0.7988143371701174
31,0.07489852747735828,0.07752320176741663,0.9661433708848504
39,-0.15440515992173645,-0.15912591109983157,0.9703332339436948
50,-0.26256562554677165,-0.2593169843053513,1.0125276840239474
62,0.26671677917287956,0.2731903731450852,0.9763037258682331
79,-0.05857028260090446,-0.06278361523820777,0.9328912070240383
99,-0.027272237615910494,-0.027096531016035024,1.0064844684277663
125,-0.23109946942767942,-0.23501282414004232,0.983348335450703
157,0.2007632306887379,0.206146615648838,0.9738856495744249
198,-0.046767975224497334,-0.041578221095786384,1.1248190517038954
250,-0.03913191295487705,-0.03112337598668487,1.2573158185544644
315,-0.03780815007144249,-0.03690816543510393,1.024384431621805
397,3.816872022792952e-05,0.002822612048193708,0.013522481862980452
500,0.025740682619242315,0.01752920369300133,1.4684456333586609
630,0.023251085998245352,0.0356904014444245,0.6514660821187709
794,0.035834046293954945,0.04396624631374263,0.8150353805108493
1000,-0.058407501023056536,-0.06464943349622537,0.903449541077057
1260,-0.016948212053713867,-0.01560823953888864,1.0858503299803046
1587,0.03241285780492089,0.046490059660691994,0.6971997463863533
2000,-0.03622162981561455,-0.029026263253099094,1.247891590446015
2520,-0.04059366033938868,-0.034581468215619124,1.1738558954837575
3175,0.1547022198790875,0.09871531754756015,1.5671551662137273
4000,0.010685042469796095,0.03570076131260156,0.29929452697762265
5040,-0.06751336727463614,-0.05989976719636951,1.127105670599803
6350,-0.14283442999474777,-0.22923941493720976,0.623079717917929
8000,-0.19226715683836718,-0.2019011028926554,0.9522838364116798
10079,0.006108874390128283,-0.01905640351216282,-0.3205680644949228
12699,-0.10174732195742427,-0.032270184262919194,3.1529823668946135
16000,0.002841003989233119,0.004444486752364221,0.6392198126638271
20000,0.021642291299867375,0.021971036889415714,0.9850373202137442
